NID,Count
1321,1
1322,1
1323,1
1324,1
1325,1
1327,1
1328,1
1330,1
1331,1
1333,1
1334,1
1335,1
1336,1
1337,1
1338,1
1339,1
1340,1
1341,1
1342,1
1343,1
1344,1
1345,1
1346,1
1348,1
1349,1
1350,1
1351,1
1352,1
1353,1
1354,1
1355,1
1358,1
1359,1
1360,1
1361,1
1362,1
1363,1
1364,1
1365,1
1366,1
1367,1
1368,1
1369,1
1370,1
1371,1
1372,1
1389,1
1390,1
1392,1
1393,1
1395,1
1396,1
1397,1
1399,1
1400,1
1401,1
1402,1
1403,1
1404,1
1405,1
1406,1
1407,1
1409,1
1410,1
1411,1
1412,1
1413,1
1414,1
1415,1
1416,1
1418,1
1419,1
1420,1
1421,1
1422,1
1423,1
1424,1
1425,1
1426,1
1427,1
1428,1
1429,1
1430,1
1431,1
1432,1
1433,1
1434,1
1436,1
1437,1
1438,1
1441,1
1442,1
1443,1
1444,1
1445,1
1447,1
1448,1
1449,1
1451,1
1452,1
1453,1
1454,1
1455,1
1456,1
1457,1
1458,1
1459,1
1460,1
1461,1
1462,1
1463,1
1464,1
1465,1
1466,1
1467,1
1468,1
1469,1
1470,1
1471,1
1472,1
1473,1
1474,1
1475,1
1476,1
1543,1
1544,1
1565,1
1569,1
1570,1
1572,1
1573,1
1574,1
1575,1
1576,1
1577,1
1578,1
1579,1
1580,1
1581,1
1582,1
1583,1
1584,1
1585,1
1586,1
1587,1
1588,1
1589,1
1590,1
1592,1
1593,1
1594,1
1595,1
1596,1
1597,1
1598,1
1599,1
1600,1
1601,1
1602,1
1603,1
1607,1
1608,1
1609,1
1610,1
1611,1
1613,1
1614,1
1615,1
1617,1
1618,1
1619,1
1622,1
1629,1
1633,1
1634,1
1636,1
1637,1
1663,1
1664,1
1665,1
1666,1
1667,1
1668,1
1669,1
1670,1
1671,1
1672,1
1679,1
1680,1
1682,1
1683,1
1684,1
1685,1
1687,1
1690,1
1691,1
1692,1
1693,1
1695,1
1700,1
1703,1
1706,1
1707,1
1708,1
1709,1
1710,1
1711,1
1712,1
1713,1
1714,1
1724,1
1725,1
1726,1
1727,1
1729,1
1730,1
1731,1
1732,1
1733,1
1734,1
1736,1
1738,1
1739,1
1740,1
1741,1
1742,1
1743,1
1744,1
1745,1
1746,1
1747,1
1748,1
1749,1
1750,1
1751,1
1752,1
1753,1
1754,1
1755,1
1756,1
1757,1
1758,1
1759,1
1760,1
1761,1
1762,1
1763,1
1765,1
1766,1
1772,1
1773,1
1774,1
1775,1
1776,1
1777,1
1778,1
1779,1
1780,1
1781,1
1782,1
1783,1
1784,1
1786,1
1787,1
1788,1
1789,1
1790,1
1791,1
1792,1
1793,1
1794,1
1795,1
1796,1
1797,1
1798,1
1805,1
1806,1
1807,1
1808,1
1811,1
1812,1
1813,1
1814,1
1829,1
1830,1
1831,1
1833,1
1836,1
1842,1
1844,1
1845,1
1847,1
1848,1
1849,1
1850,1
1851,1
1852,1
1853,1
1854,1
1855,1
1886,1
1889,1
1890,1
1891,1
1894,1
1895,1
1896,1
1897,1
1898,1
1899,1
1900,1
1901,1
1902,1
1903,1
1905,1
1906,1
1907,1
1908,1
1909,1
1912,1
1913,1
1914,1
1915,1
1916,1
1917,1
1918,1
1919,1
1920,1
1922,1
1923,1
1924,1
1926,1
1927,1
1929,1
1930,1
1973,1
1975,1
1980,1
1981,1
1983,1
1984,1
1986,1
1987,1
1988,1
1989,1
1992,1
1993,1
1994,1
1997,1
2000,1
2001,1
2002,1
2043,1
2045,1
2046,1
2048,1
2049,1
2050,1
2052,1
2053,1
2055,1
2056,1
2057,1
2058,1
2059,1
2060,1
2061,1
2062,1
2063,1
2064,1
2065,1
2066,1
2067,1
2068,1
2069,1
2070,1
2071,1
2072,1
2073,1
2074,1
2075,1
2076,1
2077,1
2078,1
2079,1
2080,1
2081,1
2082,1
2083,1
2084,1
2085,1
2086,1
2087,1
2088,1
2089,1
2090,1
2091,1
2092,1
2093,1
2118,1
2120,1
2122,1
2123,1
2124,1
2125,1
2126,1
2127,1
2132,1
2133,1
2134,1
2135,1
2136,1
2139,1
2140,1
2141,1
2142,1
2145,1
2146,1
2147,1
2148,1
2149,1
2150,1
2151,1
2152,1
2153,1
2154,1
2155,1
2156,1
2157,1
2158,1
2159,1
2160,1
2161,1
2162,1
2163,1
2164,1
2170,1
2172,1
2183,1
