NID,CONTRIBUTOR,TOTAL
896,"NNP GZC Car '8WHITE', Person 'A'",2
1063,"NNP GZC Car '25PURPLE', Person 'A'",1
1179,"NNP GZC Car '1WHITE', Person 'A'",2
2044,"NNP GZC Car '6RED', Person 'A'",1
1171,"NNP GZC Car '1WHITE', Person 'C'",2
865,"NNP GZC Car '1PURPLE', Person 'B'",6
1439,"NNP GZC Car '4WHITE', Person 'A'",2
259,"NNP GZC Car '6RED', Person 'B'",1
1727,"NNP GZC Car '3WHITE', Person 'A'",1
1094,"NNP GZC Car '25PURPLE', Person 'A'",1
55,"NNP GZC Car '1WHITE', Person 'A'",5
1322,"NNP GZC Car '6WHITE', Person 'B'",1
1495,"NNP GZC Car '1RED', Person 'B'",1
489,"NNP GZC Car '2RED', Person 'A'",2
1556,"NNP GZC Car '8WHITE', Person 'A'",3
1697,"NNP GZC Car '1PURPLE', Person 'B'",8
1869,"NNP GZC Car '2RED', Person 'C'",3
146,"NNP GZC Car '13WHITE', Person 'A'",2
1675,"NNP GZC Car '7WHITE', Person 'B'",1
1987,"NNP GZC Car '1RED', Person 'B'",1
1058,"NNP GZC Car '25PURPLE', Person 'A'",3
519,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",2
1411,"NNP GZC Car '5WHITE', Person 'A'",1
903,"NNP GZC Car '3PURPLE', Person 'B'",1
1549,"NNP GZC Car '1PURPLE', Person 'D'",10
1980,"NNP GZC Car '1RED', Person 'A'",1
843,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1819,"NNP GZC Car '11WHITE', Person 'A'",3
1554,"NNP GZC Car '1PURPLE', Person 'D'",5
344,"NNP GZC Car '6RED', Person 'B'",2
2004,"NNP GZC Car '6RED', Person 'B'",3
86,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",3
2167,"NNP GZC Car '1PURPLE', Person 'B'",2
1785,"NNP GZC Car '7WHITE', Person 'A'",1
1503,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",6
100,"NNP GZC Car '6WHITE', Person 'B'",2
824,"NNP GZC Car '1PURPLE', Person 'A'",2
1386,"NNP GZC Car '1BLUE', Person 'B'",2
1867,"NNP GZC Car '2RED', Person 'D'",3
2070,"NNP GZC Car '6RED', Person 'A'",1
640,"NNP GZC Car '1PURPLE', Person 'B'",1
2126,"NNP GZC Car '3RED', Person 'A'",1
2161,"NNP GZC Car '3RED', Person 'A'",1
1720,"NNP GZC Car '1RED', Person 'B'",1
1537,"NNP GZC Car '8WHITE', Person 'A'",2
1500,"NNP GZC Car '1PURPLE', Person 'D'",3
746,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
1002,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
2169,"NNP GZC Car '14WHITE', Person 'A'",1
1413,"NNP GZC Car '5WHITE', Person 'A'",1
1580,"NNP GZC Car '1PURPLE', Person 'C'",1
1609,"NNP GZC Car '1PURPLE', Person 'B'",1
1679,"NNP GZC Car '1BLUE', Person 'C'",1
1707,"NNP GZC Car '1BLUE', Person 'A'",1
1118,"NNP GZC Car '2WHITE', Person 'A'",1
2132,"NNP GZC Car '17WHITE', Person 'A'",1
668,"NNP GZC Car '1RED', Person 'B'",2
1635,"NNP GZC Car '1PURPLE', Person 'A'",2
657,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",6
697,"NNP GZC Car '1PURPLE', Person 'A'",1
823,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",3
1495,"NNP GZC Car '1PURPLE', Person 'A'",2
1504,"NNP GZC Car '1RED', Person 'B'",3
1498,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",4
1493,"NNP GZC Car '1PURPLE', Person 'A'",1
4,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
1521,"NNP GZC Car '1PURPLE', Person 'B'",3
1514,"NNP GZC Car '1PURPLE', Person 'A'",3
413,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",1
2008,"NNP GZC Car '6RED', Person 'B'",2
157,"NNP GZC Car '1PURPLE', Person 'C'",3
759,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1682,"NNP GZC Car '1BLUE', Person 'C'",1
619,"NNP GZC Car '1RED', Person 'B'",3
74,"NNP GZC Car '3WHITE', Person 'A'",3
1468,"NNP GZC Car '5WHITE', Person 'A'",1
74,"NNP GZC Car '13WHITE', Person 'A'",3
380,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",13
1643,"NNP GZC Car '15WHITE', Person 'D'",3
1552,"NNP GZC Car '1PURPLE', Person 'D'",5
1381,"NNP GZC Car '1BLUE', Person 'B'",1
2032,"NNP GZC Car '6RED', Person 'A'",2
1826,"NNP GZC Car '11WHITE', Person 'A'",4
209,"NNP GZC Car '5WHITE', Person 'A'",1
1382,"NNP GZC Car '1PURPLE', Person 'B'",2
2108,"NNP GZC Car '3RED', Person 'B'",2
1179,"NNP GZC Car '13WHITE', Person 'A'",2
1292,"NNP GZC Car '6WHITE', Person 'B'",1
2074,"NNP GZC Car '6RED', Person 'B'",1
442,"NNP GZC Car '1WHITE', Person 'A'",3
2105,"NNP GZC Car '3RED', Person 'A'",2
543,"NNP GZC Car '14WHITE', Person 'A'",1
1521,"NNP GZC Car '1PURPLE', Person 'D'",5
1558,"NNP GZC Car '14WHITE', Person 'A'",2
447,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",3
916,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1470,"NNP GZC Car '5WHITE', Person 'A'",1
1579,"NNP GZC Car '1PURPLE', Person 'A'",1
1146,"NNP GZC Car '1WHITE', Person 'C'",3
829,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",3
1150,"NNP GZC Car '11WHITE', Person 'A'",4
1042,"NNP GZC Car '1WHITE', Person 'C'",1
1135,"NNP GZC Car '1WHITE', Person 'C'",3
944,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1616,"NNP GZC Car '1PURPLE', Person 'A'",1
398,"NNP GZC Car '1BLUE', Person 'C'",1
697,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
892,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1486,"NNP GZC Car '1PURPLE', Person 'A'",2
51,"NNP GZC Car '1WHITE', Person 'A'",1
652,"NNP GZC Car '1RED', Person 'A'",1
730,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",3
614,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",4
792,"NNP GZC Car '9WHITE', Person 'A'",5
1092,"NNP GZC Car '25PURPLE', Person 'A'",1
1719,"NNP GZC Car '1PURPLE', Person 'B'",3
1391,"NNP GZC Car '5WHITE', Person 'A'",1
640,"NNP GZC Car '1PURPLE', Person 'D'",1
883,"NNP GZC Car '1PURPLE', Person 'D'",2
1532,"NNP GZC Car '1PURPLE', Person 'D'",7
685,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
9,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
1229,"NNP GZC Car '3WHITE', Person 'A'",4
1533,"NNP GZC Car '1PURPLE', Person 'D'",3
341,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",3
1228,"NNP GZC Car '6RED', Person 'B'",1
1357,"NNP GZC Car '9WHITE', Person 'A'",4
1926,"NNP GZC Car '2RED', Person 'A'",1
146,"NNP GZC Car '13WHITE', Person 'B'",2
994,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
897,"NNP GZC Car '1PURPLE', Person 'B'",1
1393,"NNP GZC Car '5WHITE', Person 'A'",1
2136,"NNP GZC Car '3RED', Person 'A'",1
1320,"NNP GZC Car '6WHITE', Person 'B'",1
930,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1514,"NNP GZC Car '8WHITE', Person 'A'",1
121,"NNP GZC Car '16WHITE', Person 'A'",1
253,"NNP GZC Car '4RED', Person 'A'",1
1079,"NNP GZC Car '25PURPLE', Person 'A'",1
783,"NNP GZC Car '3WHITE', Person 'A'",1
286,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",2
471,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",5
117,"NNP GZC Car '6RED', Person 'A'",1
1237,"NNP GZC Car '1WHITE', Person 'C'",1
1256,"NNP GZC Car '1WHITE', Person 'B'",2
2139,"NNP GZC Car '4RED', Person 'A'",1
1504,"NNP GZC Car '1PURPLE', Person 'D'",3
721,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",5
937,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
2036,"NNP GZC Car '13WHITE', Person 'B'",1
411,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",3
1871,"NNP GZC Car '1RED', Person 'B'",1
1850,"NNP GZC Car '13WHITE', Person 'B'",1
1910,"NNP GZC Car '1RED', Person 'B'",5
1897,"NNP GZC Car '2RED', Person 'A'",1
2065,"NNP GZC Car '6RED', Person 'A'",1
882,"NNP GZC Car '2RED', Person 'A'",2
133,"NNP GZC Car '1BLUE', Person 'B'",1
449,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",1
487,"NNP GZC Car '6WHITE', Person 'B'",3
1526,"NNP GZC Car '7WHITE', Person 'B'",2
1982,"NNP GZC Car '1RED', Person 'B'",1
1026,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
340,"NNP GZC Car '6WHITE', Person 'B'",1
1699,"NNP GZC Car '7WHITE', Person 'A'",1
124,"NNP GZC Car '3RED', Person 'A'",1
1659,"NNP GZC Car '3PURPLE', Person 'B'",4
691,"NNP GZC Car '8WHITE', Person 'A'",3
1015,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1852,"NNP GZC Car '13WHITE', Person 'A'",1
1977,"NNP GZC Car '1RED', Person 'B'",1
1040,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1577,"NNP GZC Car '1PURPLE', Person 'A'",1
1567,"NNP GZC Car '1PURPLE', Person 'A'",5
1128,"NNP GZC Car '5WHITE', Person 'A'",1
300,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",2
1910,"NNP GZC Car '2RED', Person 'A'",1
2115,"NNP GZC Car '3RED', Person 'B'",1
1044,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1491,"NNP GZC Car '1PURPLE', Person 'A'",1
2066,"NNP GZC Car '6RED', Person 'A'",1
1736,"NNP GZC Car '3WHITE', Person 'A'",1
1584,"NNP GZC Car '1PURPLE', Person 'A'",1
1482,"NNP GZC Car '14WHITE', Person 'A'",2
1499,"NNP GZC Car '14WHITE', Person 'A'",1
2054,"NNP GZC Car '6RED', Person 'B'",1
356,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",2
1767,"NNP GZC Car '8WHITE', Person 'A'",2
95,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
90,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0",2
2087,"NNP GZC Car '6RED', Person 'B'",1
668,"NNP GZC Car '1PURPLE', Person 'A'",3
1069,"NNP GZC Car '25PURPLE', Person 'A'",1
1756,"NNP GZC Car '12WHITE', Person 'A'",1
1640,"NNP GZC Car '1PURPLE', Person 'A'",1
1877,"NNP GZC Car '5WHITE', Person 'A'",1
305,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",1
666,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",4
2081,"NNP GZC Car '6RED', Person 'B'",1
773,"NNP GZC Car '2RED', Person 'C'",1
983,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
390,"NNP GZC Car '8WHITE', Person 'A'",2
876,"NNP GZC Car '1BLUE', Person 'B'",1
1224,"NNP GZC Car '1WHITE', Person 'C'",1
793,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",4
1865,"NNP GZC Car '2RED', Person 'B'",4
886,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1438,"NNP GZC Car '5WHITE', Person 'A'",1
386,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1167,"NNP GZC Car '1WHITE', Person 'A'",2
1868,"NNP GZC Car '2RED', Person 'B'",4
991,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
1055,"NNP GZC Car '25PURPLE', Person 'A'",2
1721,"NNP GZC Car '14WHITE', Person 'A'",2
891,"NNP GZC Car '2RED', Person 'B'",6
840,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
1490,"NNP GZC Car '1PURPLE', Person 'D'",1
1811,"NNP GZC Car '7WHITE', Person 'B'",1
2094,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",3
1569,"NNP GZC Car '1PURPLE', Person 'A'",1
225,"NNP GZC Car '13WHITE', Person 'B'",1
4,"NNP GZC Car '6WHITE', Person 'B'",3
779,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",3
241,"NNP GZC Car '1RED', Person 'B'",6
1145,"NNP GZC Car '1WHITE', Person 'B'",2
993,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
1671,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",1
1205,"NNP GZC Car '1WHITE', Person 'B'",1
868,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",3
600,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",1
1386,"NNP GZC Car '1BLUE', Person 'A'",2
945,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1299,"NNP GZC Car '6WHITE', Person 'B'",2
584,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",1
1858,"NNP GZC Car '1PURPLE', Person 'D'",2
455,"NNP GZC Car '1RED', Person 'B'",1
1496,"NNP GZC Car '1PURPLE', Person 'B'",3
893,"NNP GZC Car '2RED', Person 'D'",1
1639,"NNP GZC Car '1PURPLE', Person 'B'",5
60,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0",4
1541,"NNP GZC Car '1PURPLE', Person 'B'",4
727,"NNP GZC Car '14WHITE', Person 'A'",1
1704,"NNP GZC Car '1BLUE', Person 'B'",1
1328,"NNP GZC Car '6WHITE', Person 'B'",1
273,"NNP GZC Car '2RED', Person 'B'",3
880,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
535,"NNP GZC Car '1RED', Person 'A'",1
382,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",4
1551,"NNP GZC Car '8WHITE', Person 'A'",1
1317,"NNP GZC Car '6WHITE', Person 'B'",1
1929,"NNP GZC Car '2RED', Person 'A'",1
648,"NNP GZC Car '1PURPLE', Person 'A'",1
667,"NNP GZC Car '1BLUE', Person 'D'",1
378,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",6
354,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",1
446,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",1
908,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1936,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1382,"NNP GZC Car '1PURPLE', Person 'D'",1
2026,"NNP GZC Car '6RED', Person 'A'",1
1554,"NNP GZC Car '8WHITE', Person 'A'",5
537,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",1
2181,"NNP GZC Car '1WHITE', Person 'C'",1
1940,"NNP GZC Car '1RED', Person 'A'",1
953,"NNP GZC Car '1WHITE', Person 'C'",1
1229,"NNP GZC Car '1WHITE', Person 'B'",1
1157,"NNP GZC Car '6RED', Person 'B'",2
1660,"NNP GZC Car '11WHITE', Person 'A'",4
475,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",2
812,"NNP GZC Car '4RED', Person 'A'",2
1568,"NNP GZC Car '1PURPLE', Person 'D'",1
792,"NNP GZC Car '15WHITE', Person 'C'",2
2026,"NNP GZC Car '6RED', Person 'B'",1
2113,"NNP GZC Car '3RED', Person 'B'",1
675,"NNP GZC Car '1PURPLE', Person 'A'",1
425,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",1
995,"NNP GZC Car '1BLUE', Person 'A'",1
521,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",7
1532,"NNP GZC Car '14WHITE', Person 'A'",1
1112,"NNP GZC Car '2WHITE', Person 'A'",1
2156,"NNP GZC Car '3RED', Person 'A'",1
958,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
2134,"NNP GZC Car '17WHITE', Person 'C'",1
1783,"NNP GZC Car '8WHITE', Person 'A'",1
1545,"NNP GZC Car '1PURPLE', Person 'B'",1
321,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",1
1421,"NNP GZC Car '5WHITE', Person 'A'",1
1533,"NNP GZC Car '1PURPLE', Person 'A'",2
865,"NNP GZC Car '5WHITE', Person 'A'",1
795,"NNP GZC Car '2RED', Person 'C'",2
770,"NNP GZC Car '2RED', Person 'B'",1
1507,"NNP GZC Car '1RED', Person 'B'",3
790,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",7
1715,"NNP GZC Car '14WHITE', Person 'A'",1
493,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",4
1965,"NNP GZC Car '1RED', Person 'B'",1
2082,"NNP GZC Car '6RED', Person 'A'",1
9,"NNP GZC Car '3WHITE', Person 'A'",1
307,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",2
1512,"NNP GZC Car '1PURPLE', Person 'B'",1
1662,"NNP GZC Car '3PURPLE', Person 'B'",2
1995,"NNP GZC Car '8WHITE', Person 'A'",2
889,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
996,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
2017,"NNP GZC Car '6RED', Person 'A'",1
566,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",1
552,"NNP GZC Car '6RED', Person 'B'",1
816,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
981,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",3
56,"NNP GZC Car '5WHITE', Person 'A'",1
1617,"NNP GZC Car '1PURPLE', Person 'B'",1
77,"NNP GZC Car '1WHITE', Person 'C'",2
554,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",1
2086,"NNP GZC Car '6RED', Person 'B'",1
705,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1689,"NNP GZC Car '1BLUE', Person 'C'",2
340,"NNP GZC Car '6RED', Person 'A'",1
1162,"NNP GZC Car '1WHITE', Person 'A'",2
1120,"NNP GZC Car '2WHITE', Person 'A'",1
844,"NNP GZC Car '1PURPLE', Person 'B'",3
575,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",1
546,"NNP GZC Car '5WHITE', Person 'A'",2
1161,"NNP GZC Car '1WHITE', Person 'C'",2
1905,"NNP GZC Car '2RED', Person 'C'",1
1601,"NNP GZC Car '1PURPLE', Person 'A'",1
1607,"NNP GZC Car '1PURPLE', Person 'D'",1
563,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",1
1111,"NNP GZC Car '2WHITE', Person 'A'",1
1716,"NNP GZC Car '12WHITE', Person 'A'",1
1082,"NNP GZC Car '25PURPLE', Person 'A'",1
883,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1613,"NNP GZC Car '1PURPLE', Person 'D'",1
1893,"NNP GZC Car '2RED', Person 'A'",1
770,"NNP GZC Car '2RED', Person 'A'",1
478,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",3
461,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",2
990,"NNP GZC Car '1WHITE', Person 'B'",1
969,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
1942,"NNP GZC Car '1RED', Person 'A'",1
414,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",1
533,"NNP GZC Car '7WHITE', Person 'A'",2
1245,"NNP GZC Car '1WHITE', Person 'A'",1
1823,"NNP GZC Car '11WHITE', Person 'A'",2
1631,"NNP GZC Car '1PURPLE', Person 'D'",1
932,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
818,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
655,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",3
1356,"NNP GZC Car '9WHITE', Person 'A'",3
531,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",1
2015,"NNP GZC Car '6RED', Person 'A'",2
128,"NNP GZC Car '1BLUE', Person 'C'",1
692,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
504,"NNP GZC Car '5WHITE', Person 'A'",1
1687,"NNP GZC Car '1BLUE', Person 'A'",1
1620,"NNP GZC Car '7WHITE', Person 'B'",1
1178,"NNP GZC Car '11WHITE', Person 'A'",2
550,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",1
2112,"NNP GZC Car '3RED', Person 'B'",1
1276,"NNP GZC Car '6WHITE', Person 'B'",3
90,"NNP GZC Car '3RED', Person 'B'",1
760,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1893,"NNP GZC Car '1RED', Person 'B'",2
613,"NNP GZC Car '1PURPLE', Person 'A'",1
49,"NNP GZC Car '11WHITE', Person 'A'",2
2149,"NNP GZC Car '3RED', Person 'A'",1
547,"NNP GZC Car '5WHITE', Person 'A'",2
638,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1200,"NNP GZC Car '1WHITE', Person 'A'",1
1846,"NNP GZC Car '1PURPLE', Person 'A'",3
420,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",1
1403,"NNP GZC Car '5WHITE', Person 'A'",1
1635,"NNP GZC Car '1PURPLE', Person 'D'",3
1561,"NNP GZC Car '1RED', Person 'B'",1
1435,"NNP GZC Car '5WHITE', Person 'A'",1
1492,"NNP GZC Car '1PURPLE', Person 'A'",5
1785,"NNP GZC Car '5WHITE', Person 'A'",1
1619,"NNP GZC Car '1PURPLE', Person 'D'",1
668,"NNP GZC Car '5WHITE', Person 'A'",1
49,"NNP GZC Car '1BLUE', Person 'C'",1
1497,"NNP GZC Car '1PURPLE', Person 'D'",4
489,"NNP GZC Car '2RED', Person 'B'",2
648,"NNP GZC Car '8WHITE', Person 'A'",1
606,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",9
602,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1862,"NNP GZC Car '2RED', Person 'C'",1
1412,"NNP GZC Car '5WHITE', Person 'A'",1
959,"NNP GZC Car '6RED', Person 'A'",2
643,"NNP GZC Car '2RED', Person 'D'",2
1490,"NNP GZC Car '1PURPLE', Person 'A'",1
1033,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
100,"NNP GZC Car '1BLUE', Person 'C'",1
1385,"NNP GZC Car '11WHITE', Person 'A'",2
627,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
1498,"NNP GZC Car '1PURPLE', Person 'D'",2
458,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",5
545,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",1
1465,"NNP GZC Car '5WHITE', Person 'A'",1
1060,"NNP GZC Car '25PURPLE', Person 'A'",5
649,"NNP GZC Car '2RED', Person 'A'",2
1181,"NNP GZC Car '1WHITE', Person 'B'",2
68,"NNP GZC Car '1WHITE', Person 'A'",2
724,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",5
1877,"NNP GZC Car '2RED', Person 'A'",3
1874,"NNP GZC Car '2RED', Person 'A'",2
543,"NNP GZC Car '3WHITE', Person 'A'",6
1503,"NNP GZC Car '1PURPLE', Person 'D'",2
