AID,GID,NID,CONTRIBUTOR
10458,7983,455,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
10821,8203,537,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0"
13078,6986,1271,"NNP GZC Car '6WHITE', Person 'B'"
13204,6981,1279,"NNP GZC Car '6WHITE', Person 'B'"
11615,8882,688,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
13448,74,789,"NNP GZC Car '10WHITE', Person 'A'"
11210,8565,719,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
16537,7443,1971,"NNP GZC Car '8WHITE', Person 'A'"
14133,735,404,"NNP GZC Car '14WHITE', Person 'A'"
16245,5069,278,"NNP GZC Car '3RED', Person 'A'"
10852,8236,488,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0"
13294,407,365,"NNP GZC Car '12WHITE', Person 'A'"
11020,8417,645,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
15565,282,1833,"NNP GZC Car '11WHITE', Person 'A'"
13774,6181,1810,"NNP GZC Car '5WHITE', Person 'A'"
11027,8420,1498,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
15597,877,1658,"NNP GZC Car '15WHITE', Person 'A'"
18214,4059,791,"NNP GZC Car '2RED', Person 'B'"
15809,2437,1697,"NNP GZC Car '1PURPLE', Person 'D'"
13968,1765,1626,"NNP GZC Car '1PURPLE', Person 'B'"
10471,7995,459,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
14089,2079,628,"NNP GZC Car '1PURPLE', Person 'C'"
10317,7882,315,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
15029,1559,1528,"NNP GZC Car '1PURPLE', Person 'A'"
15258,1579,1971,"NNP GZC Car '1PURPLE', Person 'A'"
11696,8925,829,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
10740,8145,381,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0"
14933,2335,1503,"NNP GZC Car '1PURPLE', Person 'D'"
11906,9120,934,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
10664,8100,360,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0"
10262,7851,591,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
14482,5107,1991,"NNP GZC Car '3RED', Person 'A'"
15444,256,1150,"NNP GZC Car '11WHITE', Person 'A'"
13773,6200,1466,"NNP GZC Car '5WHITE', Person 'A'"
10447,7975,457,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
14030,1848,1561,"NNP GZC Car '1PURPLE', Person 'B'"
11455,8745,623,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
15089,2392,1638,"NNP GZC Car '1PURPLE', Person 'D'"
15634,916,317,"NNP GZC Car '15WHITE', Person 'A'"
18198,4835,881,"NNP GZC Car '2RED', Person 'D'"
13867,5662,775,"NNP GZC Car '4RED', Person 'A'"
14076,2430,824,"NNP GZC Car '1PURPLE', Person 'D'"
13179,7045,1161,"NNP GZC Car '6WHITE', Person 'B'"
13550,6233,1702,"NNP GZC Car '5WHITE', Person 'A'"
10263,7852,318,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
13476,6191,1409,"NNP GZC Car '5WHITE', Person 'A'"
15203,1638,1523,"NNP GZC Car '1PURPLE', Person 'A'"
10459,7983,296,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
10645,8092,396,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0"
15006,2215,1547,"NNP GZC Car '1PURPLE', Person 'D'"
11347,8681,360,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
12065,9301,381,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
10294,7866,477,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
11501,8789,357,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
16488,7449,1533,"NNP GZC Car '8WHITE', Person 'A'"
10252,7849,288,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
12414,1307,696,"NNP GZC Car '1BLUE', Person 'B'"
14935,2311,2169,"NNP GZC Car '1PURPLE', Person 'D'"
15039,2446,1499,"NNP GZC Car '1PURPLE', Person 'D'"
14327,1991,1921,"NNP GZC Car '1PURPLE', Person 'B'"
12814,5510,2175,"NNP GZC Car '3WHITE', Person 'A'"
12564,3270,2177,"NNP GZC Car '1WHITE', Person 'B'"
12318,1304,606,"NNP GZC Car '1BLUE', Person 'B'"
11272,8615,762,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
13124,7008,1306,"NNP GZC Car '6WHITE', Person 'B'"
18187,4675,1876,"NNP GZC Car '2RED', Person 'C'"
11971,9207,2179,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
12005,9280,995,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
18132,4410,1872,"NNP GZC Car '2RED', Person 'C'"
13461,7892,478,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
12868,5507,2177,"NNP GZC Car '3WHITE', Person 'A'"
12232,3517,1100,"NNP GZC Car '25PURPLE', Person 'A'"
10428,7965,283,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
14178,788,1558,"NNP GZC Car '14WHITE', Person 'A'"
12362,1255,2178,"NNP GZC Car '1BLUE', Person 'A'"
11645,8903,535,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
17409,6260,343,"NNP GZC Car '6RED', Person 'A'"
12136,3557,457,"NNP GZC Car '25PURPLE', Person 'A'"
10764,8160,380,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0"
17801,6441,2091,"NNP GZC Car '6RED', Person 'B'"
16787,2744,1507,"NNP GZC Car '1RED', Person 'B'"
18143,3941,1889,"NNP GZC Car '2RED', Person 'A'"
11266,8608,738,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
17239,3003,1959,"NNP GZC Car '1RED', Person 'B'"
14589,1478,1504,"NNP GZC Car '1PURPLE', Person 'A'"
11724,8933,824,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
11070,8456,786,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
15834,1603,1509,"NNP GZC Car '1PURPLE', Person 'A'"
11509,8798,676,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
11849,9054,372,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
12556,3127,1167,"NNP GZC Car '1WHITE', Person 'A'"
14970,2407,1564,"NNP GZC Car '1PURPLE', Person 'D'"
12605,3223,1159,"NNP GZC Car '1WHITE', Person 'B'"
14973,1868,1971,"NNP GZC Car '1PURPLE', Person 'B'"
11346,8680,1541,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
18697,4661,1880,"NNP GZC Car '2RED', Person 'C'"
14949,2462,1637,"NNP GZC Car '1PURPLE', Person 'D'"
15804,2357,683,"NNP GZC Car '1PURPLE', Person 'D'"
13960,2314,1512,"NNP GZC Car '1PURPLE', Person 'D'"
18570,4789,1591,"NNP GZC Car '2RED', Person 'C'"
11779,8970,878,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
13103,7080,1328,"NNP GZC Car '6WHITE', Person 'B'"
11529,8818,707,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
15492,278,1820,"NNP GZC Car '11WHITE', Person 'A'"
14961,2245,1514,"NNP GZC Car '1PURPLE', Person 'D'"
11140,8510,769,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
12645,3396,1168,"NNP GZC Car '1WHITE', Person 'C'"
13836,5695,2137,"NNP GZC Car '4RED', Person 'A'"
10700,8122,414,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0"
10733,8141,378,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0"
11250,8592,739,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
16990,3024,1500,"NNP GZC Car '1RED', Person 'B'"
14819,2246,844,"NNP GZC Car '1PURPLE', Person 'D'"
14700,2361,1606,"NNP GZC Car '1PURPLE', Person 'D'"
10550,8041,364,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0"
12063,9238,984,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
18415,4330,1882,"NNP GZC Car '2RED', Person 'B'"
13065,7035,1161,"NNP GZC Car '6WHITE', Person 'B'"
10370,7925,480,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
10216,7831,473,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
13216,5847,580,"NNP GZC Car '4WHITE', Person 'A'"
10854,8238,527,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0"
12660,3450,354,"NNP GZC Car '1WHITE', Person 'C'"
15471,253,1815,"NNP GZC Car '11WHITE', Person 'A'"
11556,8839,703,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
13905,2665,1564,"NNP GZC Car '1RED', Person 'A'"
14531,5215,2110,"NNP GZC Car '3RED', Person 'B'"
17940,3983,1930,"NNP GZC Car '2RED', Person 'A'"
10277,7860,307,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
13018,4978,1670,"NNP GZC Car '3PURPLE', Person 'B'"
16593,7440,690,"NNP GZC Car '8WHITE', Person 'A'"
10968,8375,789,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
11300,8643,736,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
11356,8685,603,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
15125,1825,727,"NNP GZC Car '1PURPLE', Person 'B'"
15676,5937,2144,"NNP GZC Car '5RED', Person 'A'"
17681,6698,2015,"NNP GZC Car '6RED', Person 'B'"
14074,1880,1524,"NNP GZC Car '1PURPLE', Person 'B'"
12674,3249,1139,"NNP GZC Car '1WHITE', Person 'B'"
12510,3209,347,"NNP GZC Car '1WHITE', Person 'B'"
11453,8744,622,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
12850,5328,1721,"NNP GZC Car '3WHITE', Person 'A'"
15841,2228,1563,"NNP GZC Car '1PURPLE', Person 'D'"
17622,6640,1157,"NNP GZC Car '6RED', Person 'B'"
17587,6272,2010,"NNP GZC Car '6RED', Person 'A'"
13113,7054,1272,"NNP GZC Car '6WHITE', Person 'B'"
11385,8707,638,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
15199,1767,1628,"NNP GZC Car '1PURPLE', Person 'B'"
14264,1514,1626,"NNP GZC Car '1PURPLE', Person 'A'"
11795,8982,875,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
11836,9042,768,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
14486,5140,1958,"NNP GZC Car '3RED', Person 'A'"
11574,8849,662,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
15469,265,1375,"NNP GZC Car '11WHITE', Person 'A'"
13842,5672,1826,"NNP GZC Car '4RED', Person 'A'"
12212,3519,1052,"NNP GZC Car '25PURPLE', Person 'A'"
12602,3101,1162,"NNP GZC Car '1WHITE', Person 'A'"
11225,8575,733,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
15673,847,792,"NNP GZC Car '15WHITE', Person 'A'"
10922,8298,539,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0"
11653,8820,661,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
13980,2284,1548,"NNP GZC Car '1PURPLE', Person 'D'"
15827,1999,1499,"NNP GZC Car '1PURPLE', Person 'B'"
10840,8221,512,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0"
14143,777,727,"NNP GZC Car '14WHITE', Person 'A'"
14916,2226,1547,"NNP GZC Car '1PURPLE', Person 'D'"
10507,8018,334,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0"
10839,8220,451,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0"
18440,4294,1868,"NNP GZC Car '2RED', Person 'B'"
11373,8698,620,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
10877,8254,487,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0"
13299,388,1753,"NNP GZC Car '12WHITE', Person 'A'"
10384,7938,276,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
12012,9273,982,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
16695,7483,692,"NNP GZC Car '8WHITE', Person 'A'"
11929,9101,484,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
17330,2869,1934,"NNP GZC Car '1RED', Person 'B'"
15405,534,1158,"NNP GZC Car '13WHITE', Person 'B'"
16921,2566,1881,"NNP GZC Car '1RED', Person 'A'"
11069,8455,786,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
15799,1641,1639,"NNP GZC Car '1PURPLE', Person 'A'"
11726,8956,822,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
13792,6148,1391,"NNP GZC Car '5WHITE', Person 'A'"
12187,3514,1047,"NNP GZC Car '25PURPLE', Person 'A'"
14299,1978,355,"NNP GZC Car '1PURPLE', Person 'B'"
13240,7775,1367,"NNP GZC Car '9WHITE', Person 'A'"
10908,8288,542,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0"
14479,5094,2100,"NNP GZC Car '3RED', Person 'A'"
17487,6515,862,"NNP GZC Car '6RED', Person 'B'"
13925,7913,504,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
17730,6433,2047,"NNP GZC Car '6RED', Person 'B'"
15269,2293,1513,"NNP GZC Car '1PURPLE', Person 'D'"
12206,3503,330,"NNP GZC Car '25PURPLE', Person 'A'"
14236,738,1508,"NNP GZC Car '14WHITE', Person 'A'"
11673,8965,1487,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
10916,8295,469,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0"
16777,2585,1823,"NNP GZC Car '1RED', Person 'A'"
14220,774,1715,"NNP GZC Car '14WHITE', Person 'A'"
14404,2416,1555,"NNP GZC Car '1PURPLE', Person 'D'"
11507,8796,676,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
12755,1446,1696,"NNP GZC Car '1BLUE', Person 'C'"
13870,5677,293,"NNP GZC Car '4RED', Person 'A'"
14283,1971,1499,"NNP GZC Car '1PURPLE', Person 'B'"
14953,1898,1566,"NNP GZC Car '1PURPLE', Person 'B'"
13602,7307,1813,"NNP GZC Car '7WHITE', Person 'B'"
15207,2432,681,"NNP GZC Car '1PURPLE', Person 'D'"
16096,5207,2100,"NNP GZC Car '3RED', Person 'B'"
13330,1231,298,"NNP GZC Car '17WHITE', Person 'C'"
11887,9074,926,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
10637,8089,358,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0"
15818,2003,1846,"NNP GZC Car '1PURPLE', Person 'B'"
10513,8020,328,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0"
12359,1255,1375,"NNP GZC Car '1BLUE', Person 'A'"
10797,8188,337,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0"
12322,1328,1376,"NNP GZC Car '1BLUE', Person 'B'"
11530,8819,653,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
12184,3529,1058,"NNP GZC Car '25PURPLE', Person 'A'"
11678,8962,274,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
15439,331,1688,"NNP GZC Car '11WHITE', Person 'A'"
11987,9196,965,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
10600,8062,352,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0"
11967,9201,969,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
18470,3987,576,"NNP GZC Car '2RED', Person 'A'"
16779,2688,1698,"NNP GZC Car '1RED', Person 'A'"
15362,1593,1591,"NNP GZC Car '1PURPLE', Person 'A'"
12519,3437,1170,"NNP GZC Car '1WHITE', Person 'C'"
12759,1329,1840,"NNP GZC Car '1BLUE', Person 'B'"
14596,2276,727,"NNP GZC Car '1PURPLE', Person 'D'"
10973,8380,803,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
10815,8197,342,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0"
15656,915,310,"NNP GZC Car '15WHITE', Person 'A'"
15994,460,1148,"NNP GZC Car '13WHITE', Person 'A'"
15214,1989,1799,"NNP GZC Car '1PURPLE', Person 'B'"
12180,3496,1046,"NNP GZC Car '25PURPLE', Person 'A'"
10449,7977,318,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
14231,719,1721,"NNP GZC Car '14WHITE', Person 'A'"
13551,6240,1959,"NNP GZC Car '5WHITE', Person 'A'"
17183,2954,677,"NNP GZC Car '1RED', Person 'B'"
15870,1009,1641,"NNP GZC Car '15WHITE', Person 'D'"
12950,5357,1121,"NNP GZC Car '3WHITE', Person 'A'"
16942,3057,1993,"NNP GZC Car '1RED', Person 'B'"
11198,8558,718,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
12069,9290,1031,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
14775,1753,1492,"NNP GZC Car '1PURPLE', Person 'B'"
17390,6754,2087,"NNP GZC Car '6RED', Person 'B'"
16520,7504,1566,"NNP GZC Car '8WHITE', Person 'A'"
12077,9306,387,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
18253,4040,1875,"NNP GZC Car '2RED', Person 'B'"
13601,7239,691,"NNP GZC Car '7WHITE', Person 'A'"
15034,1891,1618,"NNP GZC Car '1PURPLE', Person 'B'"
16490,7449,1561,"NNP GZC Car '8WHITE', Person 'A'"
15084,1634,1522,"NNP GZC Car '1PURPLE', Person 'A'"
17366,6694,2015,"NNP GZC Car '6RED', Person 'B'"
16277,5038,2166,"NNP GZC Car '3RED', Person 'A'"
11258,8598,740,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
15893,868,1642,"NNP GZC Car '15WHITE', Person 'A'"
17549,6379,2011,"NNP GZC Car '6RED', Person 'A'"
14006,2315,1512,"NNP GZC Car '1PURPLE', Person 'D'"
14677,1795,360,"NNP GZC Car '1PURPLE', Person 'B'"
12448,4928,677,"NNP GZC Car '2WHITE', Person 'A'"
10491,8010,324,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0"
11902,9124,943,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
15432,245,1012,"NNP GZC Car '11WHITE', Person 'A'"
12030,9254,1017,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
12990,5004,1742,"NNP GZC Car '3PURPLE', Person 'B'"
14316,2216,1549,"NNP GZC Car '1PURPLE', Person 'D'"
14551,1987,1799,"NNP GZC Car '1PURPLE', Person 'B'"
10291,7865,529,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
12696,3431,1159,"NNP GZC Car '1WHITE', Person 'C'"
11324,8665,734,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
12426,1381,1680,"NNP GZC Car '1BLUE', Person 'C'"
11988,9190,979,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
13047,6974,1296,"NNP GZC Car '6WHITE', Person 'B'"
13633,7333,1526,"NNP GZC Car '7WHITE', Person 'B'"
13769,6242,1630,"NNP GZC Car '5WHITE', Person 'A'"
11517,8806,684,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
14317,2442,1674,"NNP GZC Car '1PURPLE', Person 'D'"
11028,8421,778,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
18283,4107,300,"NNP GZC Car '2RED', Person 'B'"
14637,2005,1686,"NNP GZC Car '1PURPLE', Person 'B'"
14785,2097,1507,"NNP GZC Car '1PURPLE', Person 'D'"
16672,7511,716,"NNP GZC Car '8WHITE', Person 'A'"
15315,1585,1530,"NNP GZC Car '1PURPLE', Person 'A'"
16497,7466,691,"NNP GZC Car '8WHITE', Person 'A'"
12557,3280,1216,"NNP GZC Car '1WHITE', Person 'B'"
15498,1645,1521,"NNP GZC Car '1PURPLE', Person 'A'"
12783,1383,1697,"NNP GZC Car '1BLUE', Person 'C'"
10725,8138,391,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0"
15782,1651,1540,"NNP GZC Car '1PURPLE', Person 'A'"
15041,2338,1538,"NNP GZC Car '1PURPLE', Person 'D'"
16469,7450,1549,"NNP GZC Car '8WHITE', Person 'A'"
11279,8622,727,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
11751,8958,825,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
15658,968,792,"NNP GZC Car '15WHITE', Person 'C'"
15191,1594,1520,"NNP GZC Car '1PURPLE', Person 'A'"
13995,1608,1526,"NNP GZC Car '1PURPLE', Person 'A'"
14369,1624,1520,"NNP GZC Car '1PURPLE', Person 'A'"
18052,4853,1868,"NNP GZC Car '2RED', Person 'D'"
11008,8409,776,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
16547,7575,1789,"NNP GZC Car '8WHITE', Person 'A'"
17255,2631,1960,"NNP GZC Car '1RED', Person 'A'"
10249,7848,593,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
15757,3626,1875,"NNP GZC Car '2RED', Person 'A'"
14025,1894,1486,"NNP GZC Car '1PURPLE', Person 'B'"
10681,8111,368,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0"
15933,609,934,"NNP GZC Car '13WHITE', Person 'B'"
12054,9239,999,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
12199,3524,1060,"NNP GZC Car '25PURPLE', Person 'A'"
10475,8000,2180,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
17913,3592,1867,"NNP GZC Car '2RED', Person 'A'"
12778,1254,995,"NNP GZC Car '1BLUE', Person 'A'"
10556,8042,339,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0"
10822,8204,574,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0"
12859,5502,1723,"NNP GZC Car '3WHITE', Person 'A'"
10524,8023,332,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0"
13838,5673,1826,"NNP GZC Car '4RED', Person 'A'"
11536,8826,648,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
13227,5829,1446,"NNP GZC Car '4WHITE', Person 'A'"
13505,6216,1128,"NNP GZC Car '5WHITE', Person 'A'"
13500,6210,1722,"NNP GZC Car '5WHITE', Person 'A'"
16217,5188,2101,"NNP GZC Car '3RED', Person 'B'"
10564,8045,407,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0"
12170,3497,1048,"NNP GZC Car '25PURPLE', Person 'A'"
13237,7776,1366,"NNP GZC Car '9WHITE', Person 'A'"
11661,8968,826,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
10219,7832,310,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
14804,2448,865,"NNP GZC Car '1PURPLE', Person 'D'"
10901,8279,537,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0"
17538,6328,959,"NNP GZC Car '6RED', Person 'A'"
17360,6595,341,"NNP GZC Car '6RED', Person 'B'"
13366,1228,278,"NNP GZC Car '17WHITE', Person 'C'"
14759,1535,1556,"NNP GZC Car '1PURPLE', Person 'A'"
14320,1941,560,"NNP GZC Car '1PURPLE', Person 'B'"
