AID,GID,NID,CONTRIBUTOR
18234,3961,1865,"NNP GZC Car '2RED', Person 'A'"
12697,3369,1190,"NNP GZC Car '1WHITE', Person 'C'"
17268,2929,2169,"NNP GZC Car '1RED', Person 'B'"
18557,3710,1857,"NNP GZC Car '2RED', Person 'A'"
14751,1771,844,"NNP GZC Car '1PURPLE', Person 'B'"
16122,621,1839,"NNP GZC Car '13WHITE', Person 'B'"
13934,2012,2182,"NNP GZC Car '1PURPLE', Person 'B'"
15161,2438,1521,"NNP GZC Car '1PURPLE', Person 'D'"
15606,1000,1646,"NNP GZC Car '15WHITE', Person 'D'"
18053,4253,643,"NNP GZC Car '2RED', Person 'B'"
14032,2274,1694,"NNP GZC Car '1PURPLE', Person 'D'"
13236,7776,1364,"NNP GZC Car '9WHITE', Person 'A'"
12487,4925,1104,"NNP GZC Car '2WHITE', Person 'A'"
11440,8735,609,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
11989,9191,970,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
16459,7445,585,"NNP GZC Car '8WHITE', Person 'A'"
14122,790,1922,"NNP GZC Car '14WHITE', Person 'A'"
16363,7444,691,"NNP GZC Car '8WHITE', Person 'A'"
11514,8802,682,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
12614,3453,953,"NNP GZC Car '1WHITE', Person 'C'"
18224,3995,1901,"NNP GZC Car '2RED', Person 'A'"
17245,2677,604,"NNP GZC Car '1RED', Person 'A'"
17883,4469,1874,"NNP GZC Car '2RED', Person 'C'"
10180,7804,295,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
18109,4796,1875,"NNP GZC Car '2RED', Person 'D'"
15766,3593,1867,"NNP GZC Car '2RED', Person 'A'"
12617,3104,465,"NNP GZC Car '1WHITE', Person 'A'"
13120,7046,564,"NNP GZC Car '6WHITE', Person 'B'"
13205,6981,487,"NNP GZC Car '6WHITE', Person 'B'"
13940,1550,727,"NNP GZC Car '1PURPLE', Person 'A'"
10586,8053,953,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0"
17521,6584,2027,"NNP GZC Car '6RED', Person 'B'"
10583,8052,352,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0"
16463,7499,1784,"NNP GZC Car '8WHITE', Person 'A'"
15562,136,1816,"NNP GZC Car '11WHITE', Person 'A'"
14158,725,1539,"NNP GZC Car '14WHITE', Person 'A'"
15905,831,1450,"NNP GZC Car '15WHITE', Person 'A'"
13463,8117,361,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0"
11580,8853,686,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
11783,8992,865,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
12665,3105,483,"NNP GZC Car '1WHITE', Person 'A'"
12743,3113,1247,"NNP GZC Car '1WHITE', Person 'A'"
15370,1984,355,"NNP GZC Car '1PURPLE', Person 'B'"
10225,7836,294,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
14893,2251,1494,"NNP GZC Car '1PURPLE', Person 'D'"
11860,9060,918,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
13982,2284,1501,"NNP GZC Car '1PURPLE', Person 'D'"
14260,1800,1550,"NNP GZC Car '1PURPLE', Person 'B'"
11179,8543,782,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
12757,1329,1158,"NNP GZC Car '1BLUE', Person 'B'"
15566,328,1042,"NNP GZC Car '11WHITE', Person 'A'"
10141,7787,293,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
18211,3943,1863,"NNP GZC Car '2RED', Person 'A'"
17872,6348,2066,"NNP GZC Car '6RED', Person 'A'"
10561,8045,411,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0"
10129,7785,293,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
15807,2352,1566,"NNP GZC Car '1PURPLE', Person 'D'"
13814,6199,747,"NNP GZC Car '5WHITE', Person 'A'"
13130,6980,1279,"NNP GZC Car '6WHITE', Person 'B'"
17988,4841,881,"NNP GZC Car '2RED', Person 'D'"
10189,7813,275,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
14451,5186,2103,"NNP GZC Car '3RED', Person 'B'"
18139,3585,1893,"NNP GZC Car '2RED', Person 'A'"
17515,6477,2023,"NNP GZC Car '6RED', Person 'B'"
17138,2850,1947,"NNP GZC Car '1RED', Person 'B'"
13154,7084,1353,"NNP GZC Car '6WHITE', Person 'B'"
14525,5181,2114,"NNP GZC Car '3RED', Person 'B'"
15452,273,1210,"NNP GZC Car '11WHITE', Person 'A'"
15108,2463,883,"NNP GZC Car '1PURPLE', Person 'D'"
11433,8731,626,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
10880,8257,376,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0"
18741,4649,1876,"NNP GZC Car '2RED', Person 'C'"
16569,7525,1541,"NNP GZC Car '8WHITE', Person 'A'"
10601,8062,338,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0"
15848,1662,1697,"NNP GZC Car '1PURPLE', Person 'A'"
10972,8378,792,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
11631,8895,536,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
13509,6178,1810,"NNP GZC Car '5WHITE', Person 'A'"
17745,6560,344,"NNP GZC Car '6RED', Person 'B'"
12479,4902,1985,"NNP GZC Car '2WHITE', Person 'A'"
10926,8301,537,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0"
10164,7797,280,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
11260,8602,728,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
13523,6235,668,"NNP GZC Car '5WHITE', Person 'A'"
14974,2308,1493,"NNP GZC Car '1PURPLE', Person 'D'"
11528,8817,682,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
10827,8207,470,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0"
12339,1238,1675,"NNP GZC Car '1BLUE', Person 'A'"
14435,2280,1532,"NNP GZC Car '1PURPLE', Person 'D'"
13471,6152,659,"NNP GZC Car '5WHITE', Person 'A'"
14169,770,1502,"NNP GZC Car '14WHITE', Person 'A'"
13060,7083,1344,"NNP GZC Car '6WHITE', Person 'B'"
12551,3263,1154,"NNP GZC Car '1WHITE', Person 'B'"
15538,122,1944,"NNP GZC Car '11WHITE', Person 'A'"
14288,1951,1715,"NNP GZC Car '1PURPLE', Person 'B'"
14284,1971,865,"NNP GZC Car '1PURPLE', Person 'B'"
15243,2381,667,"NNP GZC Car '1PURPLE', Person 'D'"
14377,1642,1384,"NNP GZC Car '1PURPLE', Person 'A'"
12290,1373,1698,"NNP GZC Car '1BLUE', Person 'C'"
15748,4484,1879,"NNP GZC Car '2RED', Person 'C'"
14546,1622,1560,"NNP GZC Car '1PURPLE', Person 'A'"
14576,1654,2182,"NNP GZC Car '1PURPLE', Person 'A'"
16500,7506,648,"NNP GZC Car '8WHITE', Person 'A'"
11868,9067,926,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
16816,2587,1978,"NNP GZC Car '1RED', Person 'A'"
10590,8054,348,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0"
14651,2304,560,"NNP GZC Car '1PURPLE', Person 'D'"
18428,4838,1865,"NNP GZC Car '2RED', Person 'D'"
14326,1991,1500,"NNP GZC Car '1PURPLE', Person 'B'"
14862,1481,1545,"NNP GZC Car '1PURPLE', Person 'A'"
15062,2385,804,"NNP GZC Car '1PURPLE', Person 'D'"
10694,8121,439,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0"
12901,5320,1720,"NNP GZC Car '3WHITE', Person 'A'"
10830,8210,571,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0"
13319,375,1759,"NNP GZC Car '12WHITE', Person 'A'"
11521,8810,651,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
11291,8633,742,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
14521,5033,1932,"NNP GZC Car '3RED', Person 'A'"
14959,2245,1534,"NNP GZC Car '1PURPLE', Person 'D'"
13784,6149,1390,"NNP GZC Car '5WHITE', Person 'A'"
14648,1998,1985,"NNP GZC Car '1PURPLE', Person 'B'"
15309,2000,681,"NNP GZC Car '1PURPLE', Person 'B'"
11209,8565,720,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
12455,4933,1103,"NNP GZC Car '2WHITE', Person 'A'"
14632,1885,1489,"NNP GZC Car '1PURPLE', Person 'B'"
12691,3386,1228,"NNP GZC Car '1WHITE', Person 'C'"
17117,2918,1539,"NNP GZC Car '1RED', Person 'B'"
16607,7464,1792,"NNP GZC Car '8WHITE', Person 'A'"
15768,3744,489,"NNP GZC Car '2RED', Person 'A'"
15806,2357,1624,"NNP GZC Car '1PURPLE', Person 'D'"
10244,7846,532,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
14221,762,1551,"NNP GZC Car '14WHITE', Person 'A'"
11454,8745,622,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
11464,8753,1936,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
16323,7522,1523,"NNP GZC Car '8WHITE', Person 'A'"
14330,1558,1513,"NNP GZC Car '1PURPLE', Person 'A'"
12567,3268,1192,"NNP GZC Car '1WHITE', Person 'B'"
18651,4664,1864,"NNP GZC Car '2RED', Person 'C'"
13998,1600,683,"NNP GZC Car '1PURPLE', Person 'A'"
12341,1318,1380,"NNP GZC Car '1BLUE', Person 'B'"
14160,696,1477,"NNP GZC Car '14WHITE', Person 'A'"
11742,8941,830,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
11756,8989,866,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
14276,1621,1537,"NNP GZC Car '1PURPLE', Person 'A'"
11748,8936,843,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
10235,7840,502,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
13999,1600,1494,"NNP GZC Car '1PURPLE', Person 'A'"
18503,4293,1869,"NNP GZC Car '2RED', Person 'B'"
11064,8449,787,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
11997,9266,996,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
11981,9213,962,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
10320,7884,315,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
11684,8960,837,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
14696,1913,1553,"NNP GZC Car '1PURPLE', Person 'B'"
17456,6565,2069,"NNP GZC Car '6RED', Person 'B'"
17943,4848,643,"NNP GZC Car '2RED', Person 'D'"
14129,789,1535,"NNP GZC Car '14WHITE', Person 'A'"
10576,8049,341,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0"
11481,8771,671,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
14636,1982,1534,"NNP GZC Car '1PURPLE', Person 'B'"
10624,8077,357,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0"
18173,3986,769,"NNP GZC Car '2RED', Person 'A'"
10342,7902,285,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
15343,2461,1846,"NNP GZC Car '1PURPLE', Person 'D'"
11695,8925,828,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
12094,9380,1034,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
11262,8604,723,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
14010,2146,613,"NNP GZC Car '1PURPLE', Person 'D'"
18015,3700,1870,"NNP GZC Car '2RED', Person 'A'"
14930,2295,1632,"NNP GZC Car '1PURPLE', Person 'D'"
11473,8763,673,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
12635,3371,1196,"NNP GZC Car '1WHITE', Person 'C'"
11706,8917,835,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
17198,2957,1968,"NNP GZC Car '1RED', Person 'B'"
11068,8454,786,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
13012,4997,768,"NNP GZC Car '3PURPLE', Person 'B'"
13279,390,984,"NNP GZC Car '12WHITE', Person 'A'"
16906,2761,1910,"NNP GZC Car '1RED', Person 'B'"
14845,2301,950,"NNP GZC Car '1PURPLE', Person 'D'"
12454,4933,1107,"NNP GZC Car '2WHITE', Person 'A'"
15204,2101,1545,"NNP GZC Car '1PURPLE', Person 'D'"
12592,3130,442,"NNP GZC Car '1WHITE', Person 'A'"
16839,2772,1932,"NNP GZC Car '1RED', Person 'B'"
15801,1641,1717,"NNP GZC Car '1PURPLE', Person 'A'"
10146,7789,485,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
14780,1570,650,"NNP GZC Car '1PURPLE', Person 'A'"
16085,5044,2115,"NNP GZC Car '3RED', Person 'A'"
15539,165,1660,"NNP GZC Car '11WHITE', Person 'A'"
12558,3329,1234,"NNP GZC Car '1WHITE', Person 'C'"
18647,4292,1868,"NNP GZC Car '2RED', Person 'B'"
18674,3778,896,"NNP GZC Car '2RED', Person 'A'"
15094,2440,1715,"NNP GZC Car '1PURPLE', Person 'D'"
15254,1957,1384,"NNP GZC Car '1PURPLE', Person 'B'"
16689,7465,1775,"NNP GZC Car '8WHITE', Person 'A'"
10693,8120,361,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0"
17080,2655,405,"NNP GZC Car '1RED', Person 'A'"
10280,7861,299,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
12536,3351,1231,"NNP GZC Car '1WHITE', Person 'C'"
11524,8812,651,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
12520,3248,1204,"NNP GZC Car '1WHITE', Person 'B'"
15965,582,1838,"NNP GZC Car '13WHITE', Person 'B'"
14999,1961,681,"NNP GZC Car '1PURPLE', Person 'B'"
15160,2438,1534,"NNP GZC Car '1PURPLE', Person 'D'"
14390,2459,2182,"NNP GZC Car '1PURPLE', Person 'D'"
14015,1925,1382,"NNP GZC Car '1PURPLE', Person 'B'"
12513,3324,1148,"NNP GZC Car '1WHITE', Person 'C'"
11084,8467,788,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
16132,539,1175,"NNP GZC Car '13WHITE', Person 'B'"
14683,1766,1628,"NNP GZC Car '1PURPLE', Person 'B'"
15862,843,790,"NNP GZC Car '15WHITE', Person 'A'"
10993,8394,777,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
12334,1413,1673,"NNP GZC Car '1BLUE', Person 'C'"
10425,7964,458,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
11221,8572,738,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
17605,6508,2044,"NNP GZC Car '6RED', Person 'B'"
10404,7948,462,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
14226,787,1558,"NNP GZC Car '14WHITE', Person 'A'"
13079,6968,1228,"NNP GZC Car '6WHITE', Person 'B'"
11896,9128,935,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
17824,6552,870,"NNP GZC Car '6RED', Person 'B'"
10768,8164,1157,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0"
12219,3566,1084,"NNP GZC Car '25PURPLE', Person 'A'"
15083,1611,1603,"NNP GZC Car '1PURPLE', Person 'A'"
14378,1642,883,"NNP GZC Car '1PURPLE', Person 'A'"
17182,2589,1957,"NNP GZC Car '1RED', Person 'A'"
10795,8187,343,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0"
10888,8265,559,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0"
11283,8626,761,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
14361,1856,1493,"NNP GZC Car '1PURPLE', Person 'B'"
14510,5105,2003,"NNP GZC Car '3RED', Person 'A'"
17089,2865,278,"NNP GZC Car '1RED', Person 'B'"
17463,6303,2039,"NNP GZC Car '6RED', Person 'A'"
11537,8827,666,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
17095,2641,2001,"NNP GZC Car '1RED', Person 'A'"
13957,2341,648,"NNP GZC Car '1PURPLE', Person 'D'"
12079,9363,1035,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
18424,3951,899,"NNP GZC Car '2RED', Person 'A'"
16526,7475,688,"NNP GZC Car '8WHITE', Person 'A'"
16284,7552,772,"NNP GZC Car '8WHITE', Person 'A'"
12165,3537,471,"NNP GZC Car '25PURPLE', Person 'A'"
11314,8658,732,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
12603,3197,340,"NNP GZC Car '1WHITE', Person 'B'"
15000,1508,1492,"NNP GZC Car '1PURPLE', Person 'A'"
11942,9136,348,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
11459,8749,617,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
10403,7947,505,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
14159,696,542,"NNP GZC Car '14WHITE', Person 'A'"
12459,4893,776,"NNP GZC Car '2WHITE', Person 'A'"
13875,2721,353,"NNP GZC Car '1RED', Person 'A'"
12911,5359,1121,"NNP GZC Car '3WHITE', Person 'A'"
17329,3059,1065,"NNP GZC Car '1RED', Person 'B'"
12657,3360,1152,"NNP GZC Car '1WHITE', Person 'C'"
18181,4405,1867,"NNP GZC Car '2RED', Person 'C'"
10820,8202,537,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0"
12264,1309,1715,"NNP GZC Car '1BLUE', Person 'B'"
10858,8240,464,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0"
10476,8001,577,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
11317,8662,732,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
13441,36,1659,"NNP GZC Car '10WHITE', Person 'A'"
15277,2355,1121,"NNP GZC Car '1PURPLE', Person 'D'"
11386,8709,614,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
12597,3155,1175,"NNP GZC Car '1WHITE', Person 'A'"
13468,6183,1464,"NNP GZC Car '5WHITE', Person 'A'"
15959,5259,2094,"NNP GZC Car '3RED', Person 'B'"
11553,8837,646,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
14382,2423,1560,"NNP GZC Car '1PURPLE', Person 'D'"
17855,6558,344,"NNP GZC Car '6RED', Person 'B'"
14080,1810,1518,"NNP GZC Car '1PURPLE', Person 'B'"
17203,2893,1945,"NNP GZC Car '1RED', Person 'B'"
10978,8383,794,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
12999,4988,1743,"NNP GZC Car '3PURPLE', Person 'B'"
16668,7524,1541,"NNP GZC Car '8WHITE', Person 'A'"
10542,8037,340,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0"
12537,3327,1840,"NNP GZC Car '1WHITE', Person 'C'"
10961,8370,803,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
15842,1906,1509,"NNP GZC Car '1PURPLE', Person 'B'"
11792,8980,862,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
14553,1987,1535,"NNP GZC Car '1PURPLE', Person 'B'"
12644,3119,1151,"NNP GZC Car '1WHITE', Person 'A'"
13470,6238,716,"NNP GZC Car '5WHITE', Person 'A'"
15259,2168,1718,"NNP GZC Car '1PURPLE', Person 'D'"
16632,7518,1541,"NNP GZC Car '8WHITE', Person 'A'"
10982,8385,645,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
10168,7799,497,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
10541,8036,407,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0"
13778,6161,659,"NNP GZC Car '5WHITE', Person 'A'"
12705,3251,1230,"NNP GZC Car '1WHITE', Person 'B'"
15140,1647,1686,"NNP GZC Car '1PURPLE', Person 'A'"
13927,8067,338,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0"
16415,7602,1785,"NNP GZC Car '8WHITE', Person 'A'"
14431,1852,950,"NNP GZC Car '1PURPLE', Person 'B'"
11222,8573,743,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
15612,999,1645,"NNP GZC Car '15WHITE', Person 'D'"
17896,4039,1875,"NNP GZC Car '2RED', Person 'B'"
10178,7803,499,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
12508,3397,1191,"NNP GZC Car '1WHITE', Person 'C'"
17327,2561,1904,"NNP GZC Car '1RED', Person 'A'"
13431,72,903,"NNP GZC Car '10WHITE', Person 'A'"
18217,4038,1867,"NNP GZC Car '2RED', Person 'B'"
17665,6517,2046,"NNP GZC Car '6RED', Person 'B'"
12208,3531,1051,"NNP GZC Car '25PURPLE', Person 'A'"
10571,8046,408,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0"
12616,3241,1140,"NNP GZC Car '1WHITE', Person 'B'"
12237,3534,1050,"NNP GZC Car '25PURPLE', Person 'A'"
10127,7781,519,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
10618,8071,403,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0"
12435,4906,1985,"NNP GZC Car '2WHITE', Person 'A'"
13077,6986,1347,"NNP GZC Car '6WHITE', Person 'B'"
14059,1652,1556,"NNP GZC Car '1PURPLE', Person 'A'"
14261,1584,680,"NNP GZC Car '1PURPLE', Person 'A'"
11109,8483,793,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
15253,1571,650,"NNP GZC Car '1PURPLE', Person 'A'"
12188,3555,1069,"NNP GZC Car '25PURPLE', Person 'A'"
17603,6277,2028,"NNP GZC Car '6RED', Person 'A'"
16281,7515,1523,"NNP GZC Car '8WHITE', Person 'A'"
18237,3695,300,"NNP GZC Car '2RED', Person 'A'"
13087,7048,1283,"NNP GZC Car '6WHITE', Person 'B'"
17927,4051,791,"NNP GZC Car '2RED', Person 'B'"
17395,6316,2024,"NNP GZC Car '6RED', Person 'A'"
11477,8767,647,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
12447,4948,709,"NNP GZC Car '2WHITE', Person 'A'"
12419,1460,1711,"NNP GZC Car '1BLUE', Person 'D'"
10847,8229,566,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0"
13176,6988,1271,"NNP GZC Car '6WHITE', Person 'B'"
12110,9277,1003,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
13538,6207,1399,"NNP GZC Car '5WHITE', Person 'A'"
14013,1835,1513,"NNP GZC Car '1PURPLE', Person 'B'"
14073,1853,560,"NNP GZC Car '1PURPLE', Person 'B'"
13862,5801,1659,"NNP GZC Car '4RED', Person 'B'"
17051,2548,1932,"NNP GZC Car '1RED', Person 'A'"
18394,3932,1903,"NNP GZC Car '2RED', Person 'A'"
11540,8828,657,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
12906,5499,1229,"NNP GZC Car '3WHITE', Person 'A'"
15786,1988,1535,"NNP GZC Car '1PURPLE', Person 'B'"
12239,3534,1062,"NNP GZC Car '25PURPLE', Person 'A'"
18043,3586,1881,"NNP GZC Car '2RED', Person 'A'"
14800,2011,1508,"NNP GZC Car '1PURPLE', Person 'B'"
12449,4938,1133,"NNP GZC Car '2WHITE', Person 'A'"
15139,1647,1921,"NNP GZC Car '1PURPLE', Person 'A'"
10582,8051,353,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0"
15894,1071,1643,"NNP GZC Car '15WHITE', Person 'D'"
10498,8014,326,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0"
14814,2206,1527,"NNP GZC Car '1PURPLE', Person 'D'"
12550,3263,1143,"NNP GZC Car '1WHITE', Person 'B'"
13951,1613,1976,"NNP GZC Car '1PURPLE', Person 'A'"
12587,3318,1175,"NNP GZC Car '1WHITE', Person 'C'"
13726,7355,1809,"NNP GZC Car '7WHITE', Person 'B'"
