AID,GID,NID,CONTRIBUTOR
8822,3138,79,"NNP GZC Car '1WHITE', Person 'A'"
9134,9398,101,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9536,1016,273,"NNP GZC Car '15WHITE', Person 'D'"
9255,2163,158,"NNP GZC Car '1PURPLE', Person 'D'"
9187,2067,157,"NNP GZC Car '1PURPLE', Person 'C'"
8948,9167,16,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9647,6959,105,"NNP GZC Car '6WHITE', Person 'B'"
9749,7716,189,"NNP GZC Car '8WHITE', Person 'A'"
9673,1407,136,"NNP GZC Car '1BLUE', Person 'C'"
8888,9171,29,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
8849,3131,55,"NNP GZC Car '1WHITE', Person 'A'"
8955,8348,47,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0"
9392,508,132,"NNP GZC Car '13WHITE', Person 'B'"
9455,899,234,"NNP GZC Car '15WHITE', Person 'A'"
9538,841,273,"NNP GZC Car '15WHITE', Person 'A'"
8951,9224,107,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9780,7703,198,"NNP GZC Car '8WHITE', Person 'A'"
9179,2110,161,"NNP GZC Car '1PURPLE', Person 'D'"
9353,509,132,"NNP GZC Car '13WHITE', Person 'B'"
8835,3144,79,"NNP GZC Car '1WHITE', Person 'A'"
9979,2864,210,"NNP GZC Car '1RED', Person 'B'"
9694,1281,273,"NNP GZC Car '1BLUE', Person 'B'"
9316,7279,212,"NNP GZC Car '7WHITE', Person 'B'"
9575,6935,100,"NNP GZC Car '6WHITE', Person 'B'"
8936,8332,27,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0"
9560,5019,169,"NNP GZC Car '3PURPLE', Person 'B'"
9661,6931,172,"NNP GZC Car '6WHITE', Person 'B'"
9960,2832,241,"NNP GZC Car '1RED', Person 'B'"
9363,521,9,"NNP GZC Car '13WHITE', Person 'B'"
9350,437,60,"NNP GZC Car '13WHITE', Person 'A'"
9721,1282,273,"NNP GZC Car '1BLUE', Person 'B'"
8957,3215,30,"NNP GZC Car '1WHITE', Person 'B'"
10034,4435,273,"NNP GZC Car '2RED', Person 'C'"
10119,6793,8,"NNP GZC Car '6RED', Person 'B'"
9295,6123,29,"NNP GZC Car '5WHITE', Person 'A'"
9900,5571,23,"NNP GZC Car '3WHITE', Person 'A'"
9528,1061,234,"NNP GZC Car '15WHITE', Person 'D'"
9494,946,234,"NNP GZC Car '15WHITE', Person 'B'"
8838,9174,52,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9093,9157,38,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9719,1413,131,"NNP GZC Car '1BLUE', Person 'C'"
9875,5463,105,"NNP GZC Car '3WHITE', Person 'A'"
8869,9353,56,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9235,1731,157,"NNP GZC Car '1PURPLE', Person 'B'"
9189,152,112,"NNP GZC Car '11WHITE', Person 'A'"
9778,7714,184,"NNP GZC Car '8WHITE', Person 'A'"
9457,963,273,"NNP GZC Car '15WHITE', Person 'C'"
9370,440,132,"NNP GZC Car '13WHITE', Person 'A'"
9744,1408,127,"NNP GZC Car '1BLUE', Person 'C'"
8945,3123,42,"NNP GZC Car '1WHITE', Person 'A'"
9476,1063,234,"NNP GZC Car '15WHITE', Person 'D'"
9742,1319,133,"NNP GZC Car '1BLUE', Person 'B'"
9202,154,112,"NNP GZC Car '11WHITE', Person 'A'"
8909,9356,17,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9791,7715,189,"NNP GZC Car '8WHITE', Person 'A'"
9935,2799,124,"NNP GZC Car '1RED', Person 'B'"
9562,5022,167,"NNP GZC Car '3PURPLE', Person 'B'"
9811,5450,146,"NNP GZC Car '3WHITE', Person 'A'"
9378,495,60,"NNP GZC Car '13WHITE', Person 'B'"
9025,9341,17,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9388,512,132,"NNP GZC Car '13WHITE', Person 'B'"
9034,9296,68,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
8932,3308,51,"NNP GZC Car '1WHITE', Person 'C'"
9616,6929,146,"NNP GZC Car '6WHITE', Person 'B'"
9609,5221,247,"NNP GZC Car '3RED', Person 'B'"
9859,5389,138,"NNP GZC Car '3WHITE', Person 'A'"
10004,4817,273,"NNP GZC Car '2RED', Person 'D'"
8873,3156,13,"NNP GZC Car '1WHITE', Person 'A'"
9925,5574,100,"NNP GZC Car '3WHITE', Person 'A'"
9151,8323,90,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0"
9737,7720,199,"NNP GZC Car '8WHITE', Person 'A'"
9112,9352,46,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9891,5568,23,"NNP GZC Car '3WHITE', Person 'A'"
8842,3091,8,"NNP GZC Car '1WHITE', Person 'A'"
10005,3643,273,"NNP GZC Car '2RED', Person 'A'"
9162,1144,121,"NNP GZC Car '16WHITE', Person 'A'"
9626,5114,124,"NNP GZC Car '3RED', Person 'A'"
9666,1313,127,"NNP GZC Car '1BLUE', Person 'B'"
9061,3310,68,"NNP GZC Car '1WHITE', Person 'C'"
10015,4818,273,"NNP GZC Car '2RED', Person 'D'"
9119,9223,4,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9475,836,273,"NNP GZC Car '15WHITE', Person 'A'"
8919,9402,39,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9480,1734,158,"NNP GZC Car '1PURPLE', Person 'B'"
9540,1064,234,"NNP GZC Car '15WHITE', Person 'D'"
9820,5462,23,"NNP GZC Car '3WHITE', Person 'A'"
9140,3294,148,"NNP GZC Car '1WHITE', Person 'B'"
9218,312,51,"NNP GZC Car '11WHITE', Person 'A'"
9283,6126,200,"NNP GZC Car '5WHITE', Person 'A'"
9569,5834,124,"NNP GZC Car '4WHITE', Person 'A'"
8880,3142,79,"NNP GZC Car '1WHITE', Person 'A'"
9401,448,146,"NNP GZC Car '13WHITE', Person 'A'"
9010,3089,8,"NNP GZC Car '1WHITE', Person 'A'"
9019,9397,101,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9130,3086,33,"NNP GZC Car '1WHITE', Person 'A'"
9485,1733,156,"NNP GZC Car '1PURPLE', Person 'B'"
9435,1013,273,"NNP GZC Car '15WHITE', Person 'D'"
9050,3137,55,"NNP GZC Car '1WHITE', Person 'A'"
9161,1143,158,"NNP GZC Car '16WHITE', Person 'A'"
9439,1062,234,"NNP GZC Car '15WHITE', Person 'D'"
9298,6121,205,"NNP GZC Car '5WHITE', Person 'A'"
9096,9350,99,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9173,1486,157,"NNP GZC Car '1PURPLE', Person 'A'"
8916,9404,91,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9850,5448,146,"NNP GZC Car '3WHITE', Person 'A'"
9799,7702,192,"NNP GZC Car '8WHITE', Person 'A'"
9567,5835,124,"NNP GZC Car '4WHITE', Person 'A'"
8855,3147,100,"NNP GZC Car '1WHITE', Person 'A'"
9625,5112,246,"NNP GZC Car '3RED', Person 'A'"
8995,9389,117,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
10033,4813,273,"NNP GZC Car '2RED', Person 'D'"
8904,9333,3,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
8903,3083,22,"NNP GZC Car '1WHITE', Person 'A'"
9871,5475,105,"NNP GZC Car '3WHITE', Person 'A'"
9627,6960,105,"NNP GZC Car '6WHITE', Person 'B'"
9866,5469,148,"NNP GZC Car '3WHITE', Person 'A'"
8818,8335,60,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0"
8961,8330,47,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0"
8810,8321,84,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0"
9885,5449,146,"NNP GZC Car '3WHITE', Person 'A'"
8988,9330,14,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9805,7712,63,"NNP GZC Car '8WHITE', Person 'A'"
9922,5476,105,"NNP GZC Car '3WHITE', Person 'A'"
8843,8337,2,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0"
8841,9334,5,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9492,1012,273,"NNP GZC Car '15WHITE', Person 'D'"
8956,3441,30,"NNP GZC Car '1WHITE', Person 'C'"
10074,6465,189,"NNP GZC Car '6RED', Person 'B'"
9585,6934,172,"NNP GZC Car '6WHITE', Person 'B'"
9052,8346,63,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0"
9959,2746,273,"NNP GZC Car '1RED', Person 'B'"
8922,9222,4,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
10022,4810,273,"NNP GZC Car '2RED', Person 'D'"
9512,2107,156,"NNP GZC Car '1PURPLE', Person 'D'"
9864,5479,148,"NNP GZC Car '3WHITE', Person 'A'"
9223,227,9,"NNP GZC Car '11WHITE', Person 'A'"
9036,9338,69,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9357,446,146,"NNP GZC Car '13WHITE', Person 'A'"
8958,3213,30,"NNP GZC Car '1WHITE', Person 'B'"
9529,944,234,"NNP GZC Car '15WHITE', Person 'B'"
8944,9337,46,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9071,9164,20,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9077,9395,71,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9018,9216,97,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9520,1732,157,"NNP GZC Car '1PURPLE', Person 'B'"
9086,3162,53,"NNP GZC Car '1WHITE', Person 'A'"
9352,511,132,"NNP GZC Car '13WHITE', Person 'B'"
9858,5292,158,"NNP GZC Car '3WHITE', Person 'A'"
9722,7678,197,"NNP GZC Car '8WHITE', Person 'A'"
9716,7723,191,"NNP GZC Car '8WHITE', Person 'A'"
9075,3302,49,"NNP GZC Car '1WHITE', Person 'B'"
10007,4811,273,"NNP GZC Car '2RED', Person 'D'"
9937,2830,166,"NNP GZC Car '1RED', Person 'B'"
9995,3653,273,"NNP GZC Car '2RED', Person 'A'"
8883,3443,87,"NNP GZC Car '1WHITE', Person 'C'"
8971,9347,72,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
8806,9345,72,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9081,9349,72,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9665,1315,135,"NNP GZC Car '1BLUE', Person 'B'"
10073,6791,8,"NNP GZC Car '6RED', Person 'B'"
9982,2804,166,"NNP GZC Car '1RED', Person 'B'"
9293,6118,208,"NNP GZC Car '5WHITE', Person 'A'"
9917,5575,100,"NNP GZC Car '3WHITE', Person 'A'"
8871,9353,72,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9287,6122,204,"NNP GZC Car '5WHITE', Person 'A'"
9089,3162,89,"NNP GZC Car '1WHITE', Person 'A'"
8928,3301,49,"NNP GZC Car '1WHITE', Person 'B'"
8925,9166,16,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9873,5552,23,"NNP GZC Car '3WHITE', Person 'A'"
9441,1015,273,"NNP GZC Car '15WHITE', Person 'D'"
9748,7716,184,"NNP GZC Car '8WHITE', Person 'A'"
8886,9177,38,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9205,2108,161,"NNP GZC Car '1PURPLE', Person 'D'"
8832,3297,23,"NNP GZC Car '1WHITE', Person 'B'"
9936,2830,241,"NNP GZC Car '1RED', Person 'B'"
9148,8345,158,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0"
9696,1317,131,"NNP GZC Car '1BLUE', Person 'B'"
9078,9349,78,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9586,6934,13,"NNP GZC Car '6WHITE', Person 'B'"
9469,2162,158,"NNP GZC Car '1PURPLE', Person 'D'"
8866,8351,158,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0"
9123,9343,17,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9195,2109,161,"NNP GZC Car '1PURPLE', Person 'D'"
8998,9373,1,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9058,9172,86,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9664,6928,183,"NNP GZC Car '6WHITE', Person 'B'"
9110,9176,86,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
8829,8338,2,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0"
10052,6461,259,"NNP GZC Car '6RED', Person 'B'"
9589,6933,13,"NNP GZC Car '6WHITE', Person 'B'"
9828,5569,23,"NNP GZC Car '3WHITE', Person 'A'"
8994,3325,48,"NNP GZC Car '1WHITE', Person 'C'"
9750,7713,189,"NNP GZC Car '8WHITE', Person 'A'"
9555,5014,166,"NNP GZC Car '3PURPLE', Person 'B'"
9083,3085,22,"NNP GZC Car '1WHITE', Person 'A'"
8874,3156,92,"NNP GZC Car '1WHITE', Person 'A'"
9450,901,234,"NNP GZC Car '15WHITE', Person 'A'"
8840,9334,3,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9159,1146,157,"NNP GZC Car '16WHITE', Person 'A'"
9092,9157,29,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9176,313,51,"NNP GZC Car '11WHITE', Person 'A'"
9141,9219,18,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9654,6951,49,"NNP GZC Car '6WHITE', Person 'B'"
9777,7725,117,"NNP GZC Car '8WHITE', Person 'A'"
8952,9390,63,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9026,9341,56,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
8811,3152,74,"NNP GZC Car '1WHITE', Person 'A'"
8809,8321,19,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0"
9482,2103,157,"NNP GZC Car '1PURPLE', Person 'D'"
9751,7713,63,"NNP GZC Car '8WHITE', Person 'A'"
9660,6931,132,"NNP GZC Car '6WHITE', Person 'B'"
9712,1345,273,"NNP GZC Car '1BLUE', Person 'C'"
9733,7719,184,"NNP GZC Car '8WHITE', Person 'A'"
9804,7712,189,"NNP GZC Car '8WHITE', Person 'A'"
9046,9162,38,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
8881,3139,55,"NNP GZC Car '1WHITE', Person 'A'"
9150,9170,38,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9079,9349,46,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
8831,9156,81,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9588,7091,181,"NNP GZC Car '6WHITE', Person 'B'"
9514,921,166,"NNP GZC Car '15WHITE', Person 'A'"
9969,2649,238,"NNP GZC Car '1RED', Person 'A'"
9423,898,234,"NNP GZC Car '15WHITE', Person 'A'"
9269,5713,253,"NNP GZC Car '4RED', Person 'A'"
9011,3442,87,"NNP GZC Car '1WHITE', Person 'C'"
8901,9339,69,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
8978,9226,31,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9136,9375,1,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9045,8356,28,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9002,3440,30,"NNP GZC Car '1WHITE', Person 'C'"
8946,8357,28,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9877,5461,23,"NNP GZC Car '3WHITE', Person 'A'"
9368,447,225,"NNP GZC Car '13WHITE', Person 'A'"
9291,6124,207,"NNP GZC Car '5WHITE', Person 'A'"
9308,7159,135,"NNP GZC Car '7WHITE', Person 'A'"
8797,9374,1,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
8803,9175,52,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9315,7273,135,"NNP GZC Car '7WHITE', Person 'B'"
8938,8361,73,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
8889,8363,73,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9143,9160,29,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9613,6917,4,"NNP GZC Car '6WHITE', Person 'B'"
8847,9311,9,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9289,6127,200,"NNP GZC Car '5WHITE', Person 'A'"
9998,4438,273,"NNP GZC Car '2RED', Person 'C'"
9359,520,9,"NNP GZC Car '13WHITE', Person 'B'"
9580,5113,253,"NNP GZC Car '3RED', Person 'A'"
9605,5202,167,"NNP GZC Car '3RED', Person 'B'"
9991,2618,90,"NNP GZC Car '1RED', Person 'A'"
10018,3641,273,"NNP GZC Car '2RED', Person 'A'"
9677,1253,131,"NNP GZC Car '1BLUE', Person 'A'"
10040,3654,273,"NNP GZC Car '2RED', Person 'A'"
8940,9131,118,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9168,370,23,"NNP GZC Car '12WHITE', Person 'A'"
8868,3090,8,"NNP GZC Car '1WHITE', Person 'A'"
9185,230,172,"NNP GZC Car '11WHITE', Person 'A'"
9288,6127,202,"NNP GZC Car '5WHITE', Person 'A'"
8859,9368,82,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9228,2165,158,"NNP GZC Car '1PURPLE', Person 'D'"
8968,3164,51,"NNP GZC Car '1WHITE', Person 'A'"
8875,9161,81,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9232,315,49,"NNP GZC Car '11WHITE', Person 'A'"
10006,4434,273,"NNP GZC Car '2RED', Person 'C'"
10001,4436,273,"NNP GZC Car '2RED', Person 'C'"
9336,10,210,"NNP GZC Car '10WHITE', Person 'A'"
9194,307,74,"NNP GZC Car '11WHITE', Person 'A'"
8996,9158,38,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9073,8358,28,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
8799,9228,31,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9237,2106,156,"NNP GZC Car '1PURPLE', Person 'D'"
9013,9295,23,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9607,6927,42,"NNP GZC Car '6WHITE', Person 'B'"
8819,9315,11,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9519,948,234,"NNP GZC Car '15WHITE', Person 'B'"
10012,3651,273,"NNP GZC Car '2RED', Person 'A'"
9343,436,60,"NNP GZC Car '13WHITE', Person 'A'"
8991,3216,30,"NNP GZC Car '1WHITE', Person 'B'"
9942,2797,124,"NNP GZC Car '1RED', Person 'B'"
9502,2167,156,"NNP GZC Car '1PURPLE', Person 'D'"
10038,4077,273,"NNP GZC Car '2RED', Person 'B'"
8987,3336,23,"NNP GZC Car '1WHITE', Person 'C'"
8979,9226,54,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9743,1319,127,"NNP GZC Car '1BLUE', Person 'B'"
8823,3081,22,"NNP GZC Car '1WHITE', Person 'A'"
8878,9342,56,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
10041,3648,273,"NNP GZC Car '2RED', Person 'A'"
9038,3320,48,"NNP GZC Car '1WHITE', Person 'C'"
10036,4819,273,"NNP GZC Car '2RED', Person 'D'"
9421,900,234,"NNP GZC Car '15WHITE', Person 'A'"
8913,3168,49,"NNP GZC Car '1WHITE', Person 'A'"
9717,1411,131,"NNP GZC Car '1BLUE', Person 'C'"
9506,2164,158,"NNP GZC Car '1PURPLE', Person 'D'"
9021,8340,32,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0"
9116,9396,71,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
8907,8315,113,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0"
9391,500,60,"NNP GZC Car '13WHITE', Person 'B'"
9888,5293,158,"NNP GZC Car '3WHITE', Person 'A'"
8833,9320,24,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9827,5569,144,"NNP GZC Car '3WHITE', Person 'A'"
9537,838,273,"NNP GZC Car '15WHITE', Person 'A'"
9054,9346,56,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
9639,5243,90,"NNP GZC Car '3RED', Person 'B'"
